-0.006,-0.142,-0.820
-0.061,-0.080,-0.871
-0.035,-0.071,-0.961
-0.078,-0.015,-0.845
-0.022,-0.144,-0.790
-0.078,-0.057,-0.846
-0.003,-0.003,-0.926
-0.034,-0.113,-0.769
-0.034,-0.035,-0.952
-0.065,-0.038,-0.890
-0.019,-0.174,-0.836
0.031,-0.102,-0.863
0.026,-0.069,-0.963
0.035,-0.077,-0.932
0.056,-0.089,-0.827
0.007,-0.114,-0.832
0.054,-0.020,-0.885
0.083,-0.002,-0.783
0.038,-0.038,-0.933
0.075,-0.048,-0.832
0.030,-0.112,-0.774
-0.072,0.015,-0.818
-0.030,0.005,-0.897
-0.004,0.047,-0.839
-0.051,0.011,-0.859
0.031,0.032,-0.841
0.012,0.064,-0.797
0.073,0.035,-0.757
0.002,0.084,-0.752
0.051,0.042,-0.798
-0.094,-0.066,-0.561
-0.084,-0.082,-0.598
-0.095,-0.061,-0.724
-0.106,-0.037,-0.557
-0.058,-0.103,-0.666
-0.055,-0.104,-0.732
-0.098,-0.059,-0.638
-0.022,-0.118,-0.603
-0.108,-0.006,-0.689
-0.040,-0.114,-0.515
-0.013,-0.119,-0.647
-0.094,-0.066,-0.529
-0.068,-0.096,-0.629
0.048,-0.104,-0.573
0.084,-0.068,-0.583
0.086,-0.064,-0.621
0.033,-0.114,-0.599
0.101,-0.001,-0.626
0.002,-0.120,-0.525
0.098,-0.035,-0.599
0.077,-0.077,-0.695
0.097,-0.043,-0.504
0.070,-0.089,-0.605
0.039,-0.110,-0.673
0.019,-0.117,-0.567
-0.052,0.084,-0.689
-0.072,0.078,-0.515
-0.099,0.030,-0.679
-0.088,0.038,-0.715
-0.044,0.097,-0.520
-0.052,0.090,-0.631
-0.108,0.010,-0.594
-0.084,0.065,-0.615
-0.066,0.070,-0.721
-0.107,0.015,-0.547
-0.142,0.069,-0.521
-0.063,0.084,-0.552
-0.098,0.011,-0.737
0.045,0.089,-0.606
0.020,0.095,-0.674
0.078,0.060,-0.654
0.146,0.060,-0.528
0.108,0.055,-0.510
0.007,0.101,-0.642
0.095,0.025,-0.657
0.178,0.062,-0.501
0.097,0.022,-0.592
0.099,0.009,-0.510
0.080,0.040,-0.709
-0.092,-0.069,-0.422
-0.082,-0.086,-0.326
-0.100,-0.056,-0.328
-0.059,-0.104,-0.292
-0.003,-0.121,-0.282
-0.109,-0.023,-0.304
-0.104,-0.046,-0.397
-0.050,-0.110,-0.358
-0.092,-0.070,-0.289
-0.080,-0.088,-0.444
-0.111,-0.006,-0.409
-0.090,-0.073,-0.360
0.019,-0.117,-0.340
0.083,-0.072,-0.272
0.012,-0.118,-0.372
0.061,-0.096,-0.271
0.058,-0.098,-0.335
0.067,-0.092,-0.414
0.080,-0.075,-0.351
0.033,-0.114,-0.409
0.101,-0.001,-0.457
0.098,-0.032,-0.261
0.085,-0.068,-0.303
0.102,-0.011,-0.372
0.092,-0.055,-0.457
-0.103,0.036,-0.472
-0.114,0.074,-0.488
-0.183,0.061,-0.451
-0.075,0.075,-0.309
-0.013,0.104,-0.346
-0.083,0.073,-0.483
-0.031,0.099,-0.287
-0.105,0.025,-0.441
-0.232,0.070,-0.451
-0.078,0.074,-0.435
-0.044,0.097,-0.330
-0.230,0.064,-0.404
-0.053,0.091,-0.388
-0.125,0.061,-0.452
0.070,0.073,-0.275
0.055,0.083,-0.339
0.214,0.066,-0.425
0.091,0.042,-0.460
0.075,0.068,-0.413
0.094,0.035,-0.383
0.043,0.093,-0.403
0.161,0.055,-0.457
0.065,0.077,-0.450
0.021,0.100,-0.342
0.233,0.060,-0.398
0.068,0.075,-0.374
0.118,0.067,-0.467
0.046,0.090,-0.495
0.177,0.061,-0.416
0.097,0.026,-0.272
-0.262,-0.058,-0.034
-0.269,-0.132,-0.070
-0.273,-0.060,-0.002
-0.352,-0.051,-0.034
-0.283,-0.057,-0.102
-0.383,-0.062,-0.079
-0.331,-0.055,-0.076
-0.399,-0.077,-0.028
-0.253,-0.095,-0.049
-0.417,-0.060,-0.061
-0.337,-0.070,-0.108
-0.473,-0.053,-0.025
-0.287,-0.071,-0.138
-0.119,-0.100,-0.155
-0.225,-0.091,-0.065
-0.098,-0.059,-0.029
-0.110,-0.010,-0.043
-0.177,-0.094,-0.161
-0.231,-0.157,-0.023
-0.081,-0.182,-0.055
-0.199,-0.061,-0.145
-0.125,-0.062,-0.087
-0.231,-0.144,-0.088
-0.103,-0.099,-0.203
-0.167,-0.061,-0.076
-0.024,-0.115,-0.161
-0.214,-0.094,-0.097
-0.135,-0.065,-0.187
-0.046,-0.111,-0.194
